MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,VALUE_OLD,VALUE_NEW
M1,BELEG,M1V445381P3995,70037,VBAK,M1V445381,LIFSK,U,ZA,nan
M1,BELEG,M1V445388P1427,70044,VBAK,M1V445388,LIFSK,U,ZA,nan
M1,BELEG,M1V445428P2141,70052,VBAK,M1V445428,LIFSK,U,ZA,nan
M1,BELEG,M1V445426P2820,70060,VBAK,M1V445426,LIFSK,U,ZA,nan
M1,BELEG,M1V445435P1427,70073,VBAK,M1V445435,LIFSK,U,ZA,nan
M1,BELEG,M1V445416P1427,70080,VBAK,M1V445416,LIFSK,U,ZA,nan
M1,BELEG,M1V445413P2141,70088,VBAK,M1V445413,LIFSK,U,ZA,nan
M1,BELEG,M1V445425P865,70096,VBAK,M1V445425,LIFSK,U,ZA,nan
M1,BELEG,M1V446664P3118,70104,VBAK,M1V446664,LIFSK,U,ZA,nan
M1,BELEG,M1V446656P865,70111,VBAK,M1V446656,LIFSK,U,ZA,nan
M1,BELEG,M1V446703P1427,70118,VBAK,M1V446703,LIFSK,U,ZA,nan
M1,BELEG,M1V446703P865,70125,VBAK,M1V446703,LIFSK,U,ZA,nan
M1,BELEG,M1V446678P28,70138,VBAK,M1V446678,LIFSK,U,ZA,nan
M1,BELEG,M1V446691P865,70145,VBAK,M1V446691,LIFSK,U,ZA,nan
M1,BELEG,M1V446688P1427,70152,VBAK,M1V446688,LIFSK,U,ZA,nan
M1,BELEG,M1V446687P1427,70159,VBAK,M1V446687,LIFSK,U,ZA,nan
M1,BELEG,M1V445549P4745,70167,VBAK,M1V445549,LIFSK,U,ZA,nan
M1,BELEG,M1V305760P28,70174,VBAK,M1V305760,LIFSK,U,ZA,nan
M1,BELEG,M1V445544P865,70181,VBAK,M1V445544,LIFSK,U,ZA,nan
M1,BELEG,M1V445541P865,70188,VBAK,M1V445541,LIFSK,U,ZA,nan
M1,BELEG,M1V445522P1427,70196,VBAK,M1V445522,LIFSK,U,ZA,nan
M1,BELEG,M1V445517P865,70204,VBAK,M1V445517,LIFSK,U,ZA,nan
M1,BELEG,M1V445533P865,70212,VBAK,M1V445533,LIFSK,U,ZA,nan
M1,BELEG,M1V445532P865,70220,VBAK,M1V445532,LIFSK,U,ZA,nan
M1,BELEG,M1V446646P865,70227,VBAK,M1V446646,LIFSK,U,ZA,nan
M1,BELEG,M1V446622P2141,70241,VBAK,M1V446622,LIFSK,U,ZA,nan
M1,BELEG,M1V445560P3,70249,VBAK,M1V445560,LIFSK,U,ZA,nan
M1,BELEG,M1V306061P3,70257,VBAK,M1V306061,LIFSK,U,ZA,nan
M1,BELEG,M1V449462P2820,70265,VBAK,M1V449462,LIFSK,U,ZA,nan
M1,BELEG,M1V306062P3,70272,VBAK,M1V306062,LIFSK,U,ZA,nan
M1,BELEG,M1V449442P865,70285,VBAK,M1V449442,LIFSK,U,ZA,nan
M1,BELEG,M1V449460P1427,70293,VBAK,M1V449460,LIFSK,U,ZA,nan
M1,BELEG,M1V449456P865,70300,VBAK,M1V449456,LIFSK,U,ZA,nan
M1,BELEG,M1V449455P865,70307,VBAK,M1V449455,LIFSK,U,ZA,nan
M1,BELEG,M1V449452P18,70315,VBAK,M1V449452,LIFSK,U,ZA,nan
M1,BELEG,M1V449502P1427,70322,VBAK,M1V449502,LIFSK,U,ZA,nan
M1,BELEG,M1V449502P865,70329,VBAK,M1V449502,LIFSK,U,ZA,nan
M1,BELEG,M1V306065P28,70336,VBAK,M1V306065,LIFSK,U,ZA,nan
M1,BELEG,M1V306065P18,70343,VBAK,M1V306065,LIFSK,U,ZA,nan
M1,BELEG,M1V449484P865,70350,VBAK,M1V449484,LIFSK,U,ZA,nan
M1,BELEG,M1V449479P3118,70358,VBAK,M1V449479,LIFSK,U,ZA,nan
M1,BELEG,M1V449490P865,70365,VBAK,M1V449490,LIFSK,U,ZA,nan
M1,BELEG,M1V449488P2141,70373,VBAK,M1V449488,LIFSK,U,ZA,nan
M1,BELEG,M1V448369P3423,70380,VBAK,M1V448369,LIFSK,U,ZA,nan
M1,BELEG,M1V448381P2820,70388,VBAK,M1V448381,LIFSK,U,ZA,nan
M1,BELEG,M1V448381P1427,70396,VBAK,M1V448381,LIFSK,U,ZA,nan
M1,BELEG,M1V448355P865,70403,VBAK,M1V448355,LIFSK,U,ZA,nan
M1,BELEG,M1V448353P3995,70411,VBAK,M1V448353,LIFSK,U,ZA,nan
M1,BELEG,M1V448369P3118,70418,VBAK,M1V448369,LIFSK,U,ZA,nan
M1,BELEG,M1V448369P2820,70425,VBAK,M1V448369,LIFSK,U,ZA,nan
M1,BELEG,M1V448364P865,70433,VBAK,M1V448364,LIFSK,U,ZA,nan
M1,BELEG,M1V449429P865,70441,VBAK,M1V449429,LIFSK,U,ZA,nan
M1,BELEG,M1V449438P2141,70449,VBAK,M1V449438,LIFSK,U,ZA,nan
M1,BELEG,M1V306056P3,70456,VBAK,M1V306056,LIFSK,U,ZA,nan
M1,BELEG,M1V448394P1427,70464,VBAK,M1V448394,LIFSK,U,ZA,nan
M1,BELEG,M1V448390P865,70471,VBAK,M1V448390,LIFSK,U,ZA,nan
M1,BELEG,M1V449413P1427,70478,VBAK,M1V449413,LIFSK,U,ZA,nan
M1,BELEG,M1V306054P3,70485,VBAK,M1V306054,LIFSK,U,ZA,nan
M1,BELEG,M1V449411P4685,70493,VBAK,M1V449411,LIFSK,U,ZA,nan
M1,BELEG,M1V449411P3995,70501,VBAK,M1V449411,LIFSK,U,ZA,nan
M1,BELEG,M1V449411P1427,70509,VBAK,M1V449411,LIFSK,U,ZA,nan
M1,BELEG,M1V449596P865,70516,VBAK,M1V449596,LIFSK,U,ZA,nan
M1,BELEG,M1V449587P3118,70529,VBAK,M1V449587,LIFSK,U,ZA,nan
M1,BELEG,M1V449587P1427,70536,VBAK,M1V449587,LIFSK,U,ZA,nan
M1,BELEG,M1V449648P2820,70544,VBAK,M1V449648,LIFSK,U,ZA,nan
M1,BELEG,M1V449644P2820,70552,VBAK,M1V449644,LIFSK,U,ZA,nan
M1,BELEG,M1V449631P865,70560,VBAK,M1V449631,LIFSK,U,ZA,nan
M1,BELEG,M1V449624P865,70568,VBAK,M1V449624,LIFSK,U,ZA,nan
M1,BELEG,M1V449543P3118,70576,VBAK,M1V449543,LIFSK,U,ZA,nan
M1,BELEG,M1V449543P865,70583,VBAK,M1V449543,LIFSK,U,ZA,nan
M1,BELEG,M1V449537P28,70591,VBAK,M1V449537,LIFSK,U,ZA,nan
M1,BELEG,M1V449523P3423,70598,VBAK,M1V449523,LIFSK,U,ZA,nan
M1,BELEG,M1V449523P3118,70605,VBAK,M1V449523,LIFSK,U,ZA,nan
M1,BELEG,M1V449523P2141,70618,VBAK,M1V449523,LIFSK,U,ZA,nan
M1,BELEG,M1V449564P2141,70626,VBAK,M1V449564,LIFSK,U,ZA,nan
M1,BELEG,M1V306065P130,70633,VBAK,M1V306065,LIFSK,U,ZA,nan
M1,BELEG,M1V449553P2820,70640,VBAK,M1V449553,LIFSK,U,ZA,nan
M1,BELEG,M1V448157P28,70648,VBAK,M1V448157,LIFSK,U,ZA,nan
M1,BELEG,M1V448156P1427,70662,VBAK,M1V448156,LIFSK,U,ZA,nan
M1,BELEG,M1V448167P865,70670,VBAK,M1V448167,LIFSK,U,ZA,nan
M1,BELEG,M1V448130P2820,70677,VBAK,M1V448130,LIFSK,U,ZA,nan
M1,BELEG,M1V448129P3128,70684,VBAK,M1V448129,LIFSK,U,ZA,nan
M1,BELEG,M1V448128P3423,70691,VBAK,M1V448128,LIFSK,U,ZA,nan
M1,BELEG,M1V448210P865,70710,VBAK,M1V448210,LIFSK,U,ZA,nan
M1,BELEG,M1V448209P865,70718,VBAK,M1V448209,LIFSK,U,ZA,nan
M1,BELEG,M1V448203P1427,70726,VBAK,M1V448203,LIFSK,U,ZA,nan
M1,BELEG,M1V448190P1427,70734,VBAK,M1V448190,LIFSK,U,ZA,nan
M1,BELEG,M1V448179P1427,70742,VBAK,M1V448179,LIFSK,U,ZA,nan
M1,BELEG,M1V448076P865,70750,VBAK,M1V448076,LIFSK,U,ZA,nan
M1,BELEG,M1V448070P18,70757,VBAK,M1V448070,LIFSK,U,ZA,nan
M1,BELEG,M1V448070P12,70764,VBAK,M1V448070,LIFSK,U,ZA,nan
M1,BELEG,M1V448080P2141,70772,VBAK,M1V448080,LIFSK,U,ZA,nan
M1,BELEG,M1V448124P865,70786,VBAK,M1V448124,LIFSK,U,ZA,nan
M1,BELEG,M1V448095P2820,70794,VBAK,M1V448095,LIFSK,U,ZA,nan
M1,BELEG,M1V305948P12,70801,VBAK,M1V305948,LIFSK,U,ZA,nan
M1,BELEG,M1V448102P3,70808,VBAK,M1V448102,LIFSK,U,ZA,nan
M1,BELEG,M1V448282P1427,70816,VBAK,M1V448282,LIFSK,U,ZA,nan
M1,BELEG,M1V305963P60,70823,VBAK,M1V305963,LIFSK,U,ZA,nan
M1,BELEG,M1V448286P2141,70831,VBAK,M1V448286,LIFSK,U,ZA,nan
M1,BELEG,M1V305959P3,70844,VBAK,M1V305959,LIFSK,U,ZA,nan
M1,BELEG,M1V448210P5007,70857,VBAK,M1V448210,LIFSK,U,ZA,nan
M1,BELEG,M1V448220P865,70865,VBAK,M1V448220,LIFSK,U,ZA,nan
M1,BELEG,M1V448264P3,70873,VBAK,M1V448264,LIFSK,U,ZA,nan
M1,BELEG,M1V448272P4745,70887,VBAK,M1V448272,LIFSK,U,ZA,nan
M1,BELEG,M1V305963P18,70895,VBAK,M1V305963,LIFSK,U,ZA,nan
M1,BELEG,M1V448239P18,70902,VBAK,M1V448239,LIFSK,U,ZA,nan
M1,BELEG,M1V448237P12,70909,VBAK,M1V448237,LIFSK,U,ZA,nan
M1,BELEG,M1V448250P865,70917,VBAK,M1V448250,LIFSK,U,ZA,nan
M1,BELEG,M1V448242P1427,70925,VBAK,M1V448242,LIFSK,U,ZA,nan
M1,BELEG,M1V442516P865,70932,VBAK,M1V442516,LIFSK,U,ZA,nan
M1,BELEG,M1V442500P865,70939,VBAK,M1V442500,LIFSK,U,ZA,nan
M1,BELEG,M1V442508P1427,70947,VBAK,M1V442508,LIFSK,U,ZA,nan
M1,BELEG,M1V442505P80,70955,VBAK,M1V442505,LIFSK,U,ZA,nan
M1,BELEG,M1V442538P2141,70963,VBAK,M1V442538,LIFSK,U,ZA,nan
M1,BELEG,M1V442548P2820,70971,VBAK,M1V442548,LIFSK,U,ZA,nan
M1,BELEG,M1V442523P865,70978,VBAK,M1V442523,LIFSK,U,ZA,nan
M1,BELEG,M1V442521P3118,70986,VBAK,M1V442521,LIFSK,U,ZA,nan
M1,BELEG,M1V442527P2141,71000,VBAK,M1V442527,LIFSK,U,ZA,nan
M1,BELEG,M1V305529P3,71007,VBAK,M1V305529,LIFSK,U,ZA,nan
M1,BELEG,M1V442470P3,71014,VBAK,M1V442470,LIFSK,U,ZA,nan
M1,BELEG,M1V442491P2141,71022,VBAK,M1V442491,LIFSK,U,ZA,nan
M1,BELEG,M1V442491P1427,71030,VBAK,M1V442491,LIFSK,U,ZA,nan
M1,BELEG,M1V442485P865,71038,VBAK,M1V442485,LIFSK,U,ZA,nan
M1,BELEG,M1V305542P865,71045,VBAK,M1V305542,LIFSK,U,ZA,nan
M1,BELEG,M1V305542P2820,71053,VBAK,M1V305542,LIFSK,U,ZA,nan
M1,BELEG,M1V305542P2141,71061,VBAK,M1V305542,LIFSK,U,ZA,nan
M1,BELEG,M1V442650P2141,71075,VBAK,M1V442650,LIFSK,U,ZA,nan
M1,BELEG,M1V442624P2820,71083,VBAK,M1V442624,LIFSK,U,ZA,nan
M1,BELEG,M1V442624P1427,71091,VBAK,M1V442624,LIFSK,U,ZA,nan
M1,BELEG,M1V442643P1427,71098,VBAK,M1V442643,LIFSK,U,ZA,nan
M1,BELEG,M1V442629P2141,71106,VBAK,M1V442629,LIFSK,U,ZA,nan
M1,BELEG,M1V442691P865,71114,VBAK,M1V442691,LIFSK,U,ZA,nan
M1,BELEG,M1V442681P865,71122,VBAK,M1V442681,LIFSK,U,ZA,nan
M1,BELEG,M1V442573P865,71136,VBAK,M1V442573,LIFSK,U,ZA,nan
M1,BELEG,M1V442572P865,71144,VBAK,M1V442572,LIFSK,U,ZA,nan
M1,BELEG,M1V442618P2141,71152,VBAK,M1V442618,LIFSK,U,ZA,nan
M1,BELEG,M1V442618P865,71160,VBAK,M1V442618,LIFSK,U,ZA,nan
M1,BELEG,M1V442617P2141,71174,VBAK,M1V442617,LIFSK,U,ZA,nan
M1,BELEG,M1V442588P1427,71182,VBAK,M1V442588,LIFSK,U,ZA,nan
M1,BELEG,M1V441235P28,71196,VBAK,M1V441235,LIFSK,U,ZA,nan
M1,BELEG,M1V441229P3423,71203,VBAK,M1V441229,LIFSK,U,ZA,nan
M1,BELEG,M1V441247P2141,71211,VBAK,M1V441247,LIFSK,U,ZA,nan
M1,BELEG,M1V441247P1427,71219,VBAK,M1V441247,LIFSK,U,ZA,nan
M1,BELEG,M1V441242P3,71226,VBAK,M1V441242,LIFSK,U,ZA,nan
M1,BELEG,M1V441208P3,71233,VBAK,M1V441208,LIFSK,U,ZA,nan
M1,BELEG,M1V441206P1427,71240,VBAK,M1V441206,LIFSK,U,ZA,nan
M1,BELEG,M1V441274P1427,71247,VBAK,M1V441274,LIFSK,U,ZA,nan
M1,BELEG,M1V441275P3118,71255,VBAK,M1V441275,LIFSK,U,ZA,nan
M1,BELEG,M1V441275P1427,71263,VBAK,M1V441275,LIFSK,U,ZA,nan
M1,BELEG,M1V441253P3423,71271,VBAK,M1V441253,LIFSK,U,ZA,nan
M1,BELEG,M1V441252P2141,71279,VBAK,M1V441252,LIFSK,U,ZA,nan
M1,BELEG,M1V441251P865,71287,VBAK,M1V441251,LIFSK,U,ZA,nan
M1,BELEG,M1V441258P2141,71295,VBAK,M1V441258,LIFSK,U,ZA,nan
M1,BELEG,M1V441256P873,71302,VBAK,M1V441256,LIFSK,U,ZA,nan
M1,BELEG,M1V441148P3118,71310,VBAK,M1V441148,LIFSK,U,ZA,nan
M1,BELEG,M1V441161P2141,71318,VBAK,M1V441161,LIFSK,U,ZA,nan
M1,BELEG,M1V441131P51,71326,VBAK,M1V441131,LIFSK,U,ZA,nan
M1,BELEG,M1V441130P3118,71334,VBAK,M1V441130,LIFSK,U,ZA,nan
M1,BELEG,M1V441130P2820,71342,VBAK,M1V441130,LIFSK,U,ZA,nan
M1,BELEG,M1V305421P1427,71349,VBAK,M1V305421,LIFSK,U,ZA,nan
M1,BELEG,M1V441139P1427,71356,VBAK,M1V441139,LIFSK,U,ZA,nan
M1,BELEG,M1V441139P865,71363,VBAK,M1V441139,LIFSK,U,ZA,nan
M1,BELEG,M1V441195P3423,71371,VBAK,M1V441195,LIFSK,U,ZA,nan
M1,BELEG,M1V441195P2820,71378,VBAK,M1V441195,LIFSK,U,ZA,nan
M1,BELEG,M1V441187P51,71386,VBAK,M1V441187,LIFSK,U,ZA,nan
M1,BELEG,M1V441177P1427,71394,VBAK,M1V441177,LIFSK,U,ZA,nan
M1,BELEG,M1V442401P865,71401,VBAK,M1V442401,LIFSK,U,ZA,nan
M1,BELEG,M1V305437P70,71414,VBAK,M1V305437,LIFSK,U,ZA,nan
M1,BELEG,M1V305437P60,71421,VBAK,M1V305437,LIFSK,U,ZA,nan
M1,BELEG,M1V441354P865,71429,VBAK,M1V441354,LIFSK,U,ZA,nan
M1,BELEG,M1V441373P1427,71436,VBAK,M1V441373,LIFSK,U,ZA,nan
M1,BELEG,M1V441373P865,71443,VBAK,M1V441373,LIFSK,U,ZA,nan
M1,BELEG,M1V442433P1427,71451,VBAK,M1V442433,LIFSK,U,ZA,nan
M1,BELEG,M1V442433P865,71459,VBAK,M1V442433,LIFSK,U,ZA,nan
M1,BELEG,M1V305525P12,71467,VBAK,M1V305525,LIFSK,U,ZA,nan
M1,BELEG,M1V442410P3995,71481,VBAK,M1V442410,LIFSK,U,ZA,nan
M1,BELEG,M1V305521P28,71494,VBAK,M1V305521,LIFSK,U,ZA,nan
M1,BELEG,M1V442418P865,71501,VBAK,M1V442418,LIFSK,U,ZA,nan
M1,BELEG,M1V441310P1427,71508,VBAK,M1V441310,LIFSK,U,ZA,nan
M1,BELEG,M1V441319P1427,71516,VBAK,M1V441319,LIFSK,U,ZA,nan
M1,BELEG,M1V441319P865,71524,VBAK,M1V441319,LIFSK,U,ZA,nan
M1,BELEG,M1V441315P28,71538,VBAK,M1V441315,LIFSK,U,ZA,nan
M1,BELEG,M1V441313P3423,71546,VBAK,M1V441313,LIFSK,U,ZA,nan
M1,BELEG,M1V441313P3118,71554,VBAK,M1V441313,LIFSK,U,ZA,nan
M1,BELEG,M1V441295P865,71561,VBAK,M1V441295,LIFSK,U,ZA,nan
M1,BELEG,M1V441301P3118,71568,VBAK,M1V441301,LIFSK,U,ZA,nan
M1,BELEG,M1V441299P865,71576,VBAK,M1V441299,LIFSK,U,ZA,nan
M1,BELEG,M1V441298P1427,71583,VBAK,M1V441298,LIFSK,U,ZA,nan
M1,BELEG,M1V305433P1427,71591,VBAK,M1V305433,LIFSK,U,ZA,nan
M1,BELEG,M1V441343P1427,71599,VBAK,M1V441343,LIFSK,U,ZA,nan
M1,BELEG,M1V305437P36,71606,VBAK,M1V305437,LIFSK,U,ZA,nan
M1,BELEG,M1V305437P28,71613,VBAK,M1V305437,LIFSK,U,ZA,nan
M1,BELEG,M1V441353P1427,71621,VBAK,M1V441353,LIFSK,U,ZA,nan
M1,BELEG,M1V441350P2820,71635,VBAK,M1V441350,LIFSK,U,ZA,nan
M1,BELEG,M1V441350P865,71643,VBAK,M1V441350,LIFSK,U,ZA,nan
M1,BELEG,M1V441321P3,71662,VBAK,M1V441321,LIFSK,U,ZA,nan
M1,BELEG,M1V441329P2141,71687,VBAK,M1V441329,LIFSK,U,ZA,nan
M1,BELEG,M1V444125P4896,71694,VBAK,M1V444125,LIFSK,U,ZA,nan
M1,BELEG,M1V444125P3995,71702,VBAK,M1V444125,LIFSK,U,ZA,nan
M1,BELEG,M1V444130P1427,71710,VBAK,M1V444130,LIFSK,U,ZA,nan
M1,BELEG,M1V444109P2820,71724,VBAK,M1V444109,LIFSK,U,ZA,nan
M1,BELEG,M1V444108P2141,71732,VBAK,M1V444108,LIFSK,U,ZA,nan
M1,BELEG,M1V445230P865,71746,VBAK,M1V445230,LIFSK,U,ZA,nan
M1,BELEG,M1V445229P2820,71753,VBAK,M1V445229,LIFSK,U,ZA,nan
M1,BELEG,M1V2592P2820,71760,VBAK,M1V2592,LIFSK,U,ZA,nan
M1,BELEG,M1V444064P2820,71768,VBAK,M1V444064,LIFSK,U,ZA,nan
M1,BELEG,M1V444050P865,71781,VBAK,M1V444050,LIFSK,U,ZA,nan
M1,BELEG,M1V444042P1427,71789,VBAK,M1V444042,LIFSK,U,ZA,nan
M1,BELEG,M1V444096P1427,71797,VBAK,M1V444096,LIFSK,U,ZA,nan
M1,BELEG,M1V444089P1427,71805,VBAK,M1V444089,LIFSK,U,ZA,nan
M1,BELEG,M1V444088P3,71812,VBAK,M1V444088,LIFSK,U,ZA,nan
M1,BELEG,M1V444099P2141,71820,VBAK,M1V444099,LIFSK,U,ZA,nan
M1,BELEG,M1V305645P44,71834,VBAK,M1V305645,LIFSK,U,ZA,nan
M1,BELEG,M1V444073P1427,71841,VBAK,M1V444073,LIFSK,U,ZA,nan
M1,BELEG,M1V305645P36,71849,VBAK,M1V305645,LIFSK,U,ZA,nan
M1,BELEG,M1V445312P2141,71857,VBAK,M1V445312,LIFSK,U,ZA,nan
M1,BELEG,M1V445311P1427,71864,VBAK,M1V445311,LIFSK,U,ZA,nan
M1,BELEG,M1V445307P865,71871,VBAK,M1V445307,LIFSK,U,ZA,nan
M1,BELEG,M1V445313P3423,71879,VBAK,M1V445313,LIFSK,U,ZA,nan
M1,BELEG,M1V445313P3118,71887,VBAK,M1V445313,LIFSK,U,ZA,nan
M1,BELEG,M1V305750P18,71895,VBAK,M1V305750,LIFSK,U,ZA,nan
M1,BELEG,M1V445381P3118,71902,VBAK,M1V445381,LIFSK,U,ZA,nan
M1,BELEG,M1V445377P865,71909,VBAK,M1V445377,LIFSK,U,ZA,nan
M1,BELEG,M1V445355P1427,71916,VBAK,M1V445355,LIFSK,U,ZA,nan
M1,BELEG,M1V445355P865,71923,VBAK,M1V445355,LIFSK,U,ZA,nan
M1,BELEG,M1V445268P1427,71931,VBAK,M1V445268,LIFSK,U,ZA,nan
M1,BELEG,M1V445266P3,71938,VBAK,M1V445266,LIFSK,U,ZA,nan
M1,BELEG,M1V445242P12,71946,VBAK,M1V445242,LIFSK,U,ZA,nan
M1,BELEG,M1V445242P3,71954,VBAK,M1V445242,LIFSK,U,ZA,nan
M1,BELEG,M1V445235P865,71968,VBAK,M1V445235,LIFSK,U,ZA,nan
M1,BELEG,M1V445296P18,71976,VBAK,M1V445296,LIFSK,U,ZA,nan
M1,BELEG,M1V445296P12,71984,VBAK,M1V445296,LIFSK,U,ZA,nan
M1,BELEG,M1V445285P865,71991,VBAK,M1V445285,LIFSK,U,ZA,nan
M1,BELEG,M1V445279P865,71999,VBAK,M1V445279,LIFSK,U,ZA,nan
M1,BELEG,M1V305625P12,72007,VBAK,M1V305625,LIFSK,U,ZA,nan
M1,BELEG,M1V305625P3,72021,VBAK,M1V305625,LIFSK,U,ZA,nan
M1,BELEG,M1V443855P3423,72029,VBAK,M1V443855,LIFSK,U,ZA,nan
M1,BELEG,M1V443820P3,72037,VBAK,M1V443820,LIFSK,U,ZA,nan
M1,BELEG,M1V443819P2820,72045,VBAK,M1V443819,LIFSK,U,ZA,nan
M1,BELEG,M1V443819P1427,72053,VBAK,M1V443819,LIFSK,U,ZA,nan
M1,BELEG,M1V443829P2141,72060,VBAK,M1V443829,LIFSK,U,ZA,nan
M1,BELEG,M1V443829P1427,72067,VBAK,M1V443829,LIFSK,U,ZA,nan
M1,BELEG,M1V443876P865,72074,VBAK,M1V443876,LIFSK,U,ZA,nan
M1,BELEG,M1V443875P865,72082,VBAK,M1V443875,LIFSK,U,ZA,nan
M1,BELEG,M1V305633P3,72089,VBAK,M1V305633,LIFSK,U,ZA,nan
M1,BELEG,M1V443855P4685,72097,VBAK,M1V443855,LIFSK,U,ZA,nan
M1,BELEG,M1V443855P3995,72105,VBAK,M1V443855,LIFSK,U,ZA,nan
M1,BELEG,M1V305630P3,72112,VBAK,M1V305630,LIFSK,U,ZA,nan
M1,BELEG,M1V305629P865,72119,VBAK,M1V305629,LIFSK,U,ZA,nan
M1,BELEG,M1V443863P865,72127,VBAK,M1V443863,LIFSK,U,ZA,nan
M1,BELEG,M1V442707P12,72135,VBAK,M1V442707,LIFSK,U,ZA,nan
M1,BELEG,M1V442704P4685,72143,VBAK,M1V442704,LIFSK,U,ZA,nan
M1,BELEG,M1V443768P1427,72151,VBAK,M1V443768,LIFSK,U,ZA,nan
M1,BELEG,M1V443764P4685,72159,VBAK,M1V443764,LIFSK,U,ZA,nan
M1,BELEG,M1V442696P4685,72166,VBAK,M1V442696,LIFSK,U,ZA,nan
M1,BELEG,M1V442695P2141,72173,VBAK,M1V442695,LIFSK,U,ZA,nan
M1,BELEG,M1V443799P865,72181,VBAK,M1V443799,LIFSK,U,ZA,nan
M1,BELEG,M1V443796P865,72188,VBAK,M1V443796,LIFSK,U,ZA,nan
M1,BELEG,M1V443808P2141,72195,VBAK,M1V443808,LIFSK,U,ZA,nan
M1,BELEG,M1V443808P1427,72202,VBAK,M1V443808,LIFSK,U,ZA,nan
M1,BELEG,M1V443781P1427,72210,VBAK,M1V443781,LIFSK,U,ZA,nan
M1,BELEG,M1V443781P865,72217,VBAK,M1V443781,LIFSK,U,ZA,nan
M1,BELEG,M1V443779P865,72224,VBAK,M1V443779,LIFSK,U,ZA,nan
M1,BELEG,M1V443971P2141,72232,VBAK,M1V443971,LIFSK,U,ZA,nan
M1,BELEG,M1V443971P1427,72240,VBAK,M1V443971,LIFSK,U,ZA,nan
M1,BELEG,M1V443980P1427,72248,VBAK,M1V443980,LIFSK,U,ZA,nan
M1,BELEG,M1V443972P1427,72256,VBAK,M1V443972,LIFSK,U,ZA,nan
M1,BELEG,M1V443971P3423,72264,VBAK,M1V443971,LIFSK,U,ZA,nan
M1,BELEG,M1V443971P3118,72272,VBAK,M1V443971,LIFSK,U,ZA,nan
M1,BELEG,M1V444026P12,72279,VBAK,M1V444026,LIFSK,U,ZA,nan
M1,BELEG,M1V444024P3423,72287,VBAK,M1V444024,LIFSK,U,ZA,nan
M1,BELEG,M1V444024P3118,72295,VBAK,M1V444024,LIFSK,U,ZA,nan
M1,BELEG,M1V444022P865,72302,VBAK,M1V444022,LIFSK,U,ZA,nan
M1,BELEG,M1V444030P3118,72310,VBAK,M1V444030,LIFSK,U,ZA,nan
M1,BELEG,M1V444030P2820,72318,VBAK,M1V444030,LIFSK,U,ZA,nan
M1,BELEG,M1V444030P2141,72326,VBAK,M1V444030,LIFSK,U,ZA,nan
M1,BELEG,M1V444008P44,72334,VBAK,M1V444008,LIFSK,U,ZA,nan
M1,BELEG,M1V444008P36,72342,VBAK,M1V444008,LIFSK,U,ZA,nan
M1,BELEG,M1V444003P2141,72350,VBAK,M1V444003,LIFSK,U,ZA,nan
M1,BELEG,M1V443908P865,72358,VBAK,M1V443908,LIFSK,U,ZA,nan
M1,BELEG,M1V443900P1427,72366,VBAK,M1V443900,LIFSK,U,ZA,nan
M1,BELEG,M1V443895P1427,72373,VBAK,M1V443895,LIFSK,U,ZA,nan
M1,BELEG,M1V443953P3118,72381,VBAK,M1V443953,LIFSK,U,ZA,nan
M1,BELEG,M1V305636P18,72388,VBAK,M1V305636,LIFSK,U,ZA,nan
M1,BELEG,M1V305636P12,72395,VBAK,M1V305636,LIFSK,U,ZA,nan
M1,BELEG,M1V443937P3,72402,VBAK,M1V443937,LIFSK,U,ZA,nan
M1,BELEG,M1V443936P3,72409,VBAK,M1V443936,LIFSK,U,ZA,nan
M1,BELEG,M1V303817P12,72416,VBAK,M1V303817,LIFSK,U,ZA,nan
M1,BELEG,M1V303817P3,72423,VBAK,M1V303817,LIFSK,U,ZA,nan
M1,BELEG,M1V418402P36,72430,VBAK,M1V418402,LIFSK,U,ZA,nan
M1,BELEG,M1V418402P12,72438,VBAK,M1V418402,LIFSK,U,ZA,nan
M1,BELEG,M1V418405P2820,72451,VBAK,M1V418405,LIFSK,U,ZA,nan
M1,BELEG,M1V418404P12,72458,VBAK,M1V418404,LIFSK,U,ZA,nan
M1,BELEG,M1V418404P3,72465,VBAK,M1V418404,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P80,72472,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P60,72479,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P44,72486,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P28,72493,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P18,72500,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418420P3,72506,VBAK,M1V418420,LIFSK,U,ZA,nan
M1,BELEG,M1V418422P3423,72514,VBAK,M1V418422,LIFSK,U,ZA,nan
M1,BELEG,M1V418422P2820,72522,VBAK,M1V418422,LIFSK,U,ZA,nan
M1,BELEG,M1V303817P18,72529,VBAK,M1V303817,LIFSK,U,ZA,nan
M1,BELEG,M1V418418P12,72537,VBAK,M1V418418,LIFSK,U,ZA,nan
M1,BELEG,M1V418414P12,72544,VBAK,M1V418414,LIFSK,U,ZA,nan
M1,BELEG,M1V418355P100,72552,VBAK,M1V418355,LIFSK,U,ZA,nan
