MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,TABNAME,TABKEY,FNAME,CHNGIND,VALUE_OLD,VALUE_NEW
M1,BELEG,M1V1091788P36,180362,VBAK,M1V1091788,LIFSK,U,ZA,nan
M1,BELEG,M1V1091788P28,180369,VBAK,M1V1091788,LIFSK,U,ZA,nan
M1,BELEG,M1V1091786P28,180376,VBAK,M1V1091786,LIFSK,U,ZA,nan
M1,BELEG,M1V1091801P28,180383,VBAK,M1V1091801,LIFSK,U,ZA,nan
M1,BELEG,M1V1091867P60,180398,VBAK,M1V1091867,LIFSK,U,ZA,nan
M1,BELEG,M1V1091867P51,180405,VBAK,M1V1091867,LIFSK,U,ZA,nan
M1,BELEG,M1V331194P28,180413,VBAK,M1V331194,LIFSK,U,ZA,nan
M1,BELEG,M1V1091835P12,180420,VBAK,M1V1091835,LIFSK,U,ZA,nan
M1,BELEG,M1V1091833P3,180427,VBAK,M1V1091833,LIFSK,U,ZA,nan
M1,BELEG,M1V331189P12,180435,VBAK,M1V331189,LIFSK,U,ZA,nan
M1,BELEG,M1V1091829P12,180443,VBAK,M1V1091829,LIFSK,U,ZA,nan
M1,BELEG,M1V1091829P3,180451,VBAK,M1V1091829,LIFSK,U,ZA,nan
M1,BELEG,M1V1091850P70,180458,VBAK,M1V1091850,LIFSK,U,ZA,nan
M1,BELEG,M1V1091840P51,180473,VBAK,M1V1091840,LIFSK,U,ZA,nan
M1,BELEG,M1V1091383P70,180480,VBAK,M1V1091383,LIFSK,U,ZA,nan
M1,BELEG,M1V1091381P28,180487,VBAK,M1V1091381,LIFSK,U,ZA,nan
M1,BELEG,M1V1091348P60,180502,VBAK,M1V1091348,LIFSK,U,ZA,nan
M1,BELEG,M1V1091348P51,180509,VBAK,M1V1091348,LIFSK,U,ZA,nan
M1,BELEG,M1V1091348P44,180517,VBAK,M1V1091348,LIFSK,U,ZA,nan
M1,BELEG,M1V1091421P51,180524,VBAK,M1V1091421,LIFSK,U,ZA,nan
M1,BELEG,M1V1091415P70,180531,VBAK,M1V1091415,LIFSK,U,ZA,nan
M1,BELEG,M1V1091415P60,180538,VBAK,M1V1091415,LIFSK,U,ZA,nan
M1,BELEG,M1V1091415P51,180545,VBAK,M1V1091415,LIFSK,U,ZA,nan
M1,BELEG,M1V331181P18,180552,VBAK,M1V331181,LIFSK,U,ZA,nan
M1,BELEG,M1V1091395P130,180560,VBAK,M1V1091395,LIFSK,U,ZA,nan
M1,BELEG,M1V1091395P120,180567,VBAK,M1V1091395,LIFSK,U,ZA,nan
M1,BELEG,M1V1091395P70,180574,VBAK,M1V1091395,LIFSK,U,ZA,nan
M1,BELEG,M1V1091395P51,180581,VBAK,M1V1091395,LIFSK,U,ZA,nan
M1,BELEG,M1V1091408P51,180596,VBAK,M1V1091408,LIFSK,U,ZA,nan
M1,BELEG,M1V330647P3,180609,VBAK,M1V330647,LIFSK,U,ZA,nan
M1,BELEG,M1V1089430P100,180624,VBAK,M1V1089430,LIFSK,U,ZA,nan
M1,BELEG,M1V1089430P51,180631,VBAK,M1V1089430,LIFSK,U,ZA,nan
M1,BELEG,M1V330649P12,180639,VBAK,M1V330649,LIFSK,U,ZA,nan
M1,BELEG,M1V330645P18,180647,VBAK,M1V330645,LIFSK,U,ZA,nan
M1,BELEG,M1V1089401P12,180654,VBAK,M1V1089401,LIFSK,U,ZA,nan
M1,BELEG,M1V330659P51,180661,VBAK,M1V330659,LIFSK,U,ZA,nan
M1,BELEG,M1V1089841P51,180668,VBAK,M1V1089841,LIFSK,U,ZA,nan
M1,BELEG,M1V330656P12,180676,VBAK,M1V330656,LIFSK,U,ZA,nan
M1,BELEG,M1V330656P28,180684,VBAK,M1V330656,LIFSK,U,ZA,nan
M1,BELEG,M1V1089452P60,180699,VBAK,M1V1089452,LIFSK,U,ZA,nan
M1,BELEG,M1V1089452P51,180706,VBAK,M1V1089452,LIFSK,U,ZA,nan
M1,BELEG,M1V330659P44,180721,VBAK,M1V330659,LIFSK,U,ZA,nan
M1,BELEG,M1V330659P36,180728,VBAK,M1V330659,LIFSK,U,ZA,nan
M1,BELEG,M1V330554P3,180743,VBAK,M1V330554,LIFSK,U,ZA,nan
M1,BELEG,M1V330555P12,180750,VBAK,M1V330555,LIFSK,U,ZA,nan
M1,BELEG,M1V1088950P190,180757,VBAK,M1V1088950,LIFSK,U,ZA,nan
M1,BELEG,M1V1088946P70,180764,VBAK,M1V1088946,LIFSK,U,ZA,nan
M1,BELEG,M1V1088962P12,180772,VBAK,M1V1088962,LIFSK,U,ZA,nan
M1,BELEG,M1V1088962P3,180780,VBAK,M1V1088962,LIFSK,U,ZA,nan
M1,BELEG,M1V1088960P80,180787,VBAK,M1V1088960,LIFSK,U,ZA,nan
M1,BELEG,M1V1088960P70,180794,VBAK,M1V1088960,LIFSK,U,ZA,nan
M1,BELEG,M1V1089361P80,180801,VBAK,M1V1089361,LIFSK,U,ZA,nan
M1,BELEG,M1V1089361P90,180808,VBAK,M1V1089361,LIFSK,U,ZA,nan
M1,BELEG,M1V1089382P60,180815,VBAK,M1V1089382,LIFSK,U,ZA,nan
M1,BELEG,M1V1089382P36,180822,VBAK,M1V1089382,LIFSK,U,ZA,nan
M1,BELEG,M1V1089379P12,180829,VBAK,M1V1089379,LIFSK,U,ZA,nan
M1,BELEG,M1V1089379P3,180836,VBAK,M1V1089379,LIFSK,U,ZA,nan
M1,BELEG,M1V1089343P200,180843,VBAK,M1V1089343,LIFSK,U,ZA,nan
M1,BELEG,M1V1089343P130,180850,VBAK,M1V1089343,LIFSK,U,ZA,nan
M1,BELEG,M1V1089343P110,180857,VBAK,M1V1089343,LIFSK,U,ZA,nan
M1,BELEG,M1V1089343P44,180872,VBAK,M1V1089343,LIFSK,U,ZA,nan
M1,BELEG,M1V1089343P36,180879,VBAK,M1V1089343,LIFSK,U,ZA,nan
M1,BELEG,M1V1088991P51,180886,VBAK,M1V1088991,LIFSK,U,ZA,nan
M1,BELEG,M1V1088991P44,180893,VBAK,M1V1088991,LIFSK,U,ZA,nan
M1,BELEG,M1V1088991P36,180900,VBAK,M1V1088991,LIFSK,U,ZA,nan
M1,BELEG,M1V1089352P70,180907,VBAK,M1V1089352,LIFSK,U,ZA,nan
M1,BELEG,M1V1089355P51,180914,VBAK,M1V1089355,LIFSK,U,ZA,nan
M1,BELEG,M1V330637P12,180921,VBAK,M1V330637,LIFSK,U,ZA,nan
M1,BELEG,M1V1090338P150,180928,VBAK,M1V1090338,LIFSK,U,ZA,nan
M1,BELEG,M1V1090338P100,180935,VBAK,M1V1090338,LIFSK,U,ZA,nan
M1,BELEG,M1V1090338P60,180942,VBAK,M1V1090338,LIFSK,U,ZA,nan
M1,BELEG,M1V1090338P51,180949,VBAK,M1V1090338,LIFSK,U,ZA,nan
M1,BELEG,M1V1090338P28,180964,VBAK,M1V1090338,LIFSK,U,ZA,nan
M1,BELEG,M1V1090339P36,180971,VBAK,M1V1090339,LIFSK,U,ZA,nan
M1,BELEG,M1V1090339P28,180978,VBAK,M1V1090339,LIFSK,U,ZA,nan
M1,BELEG,M1V1090329P60,180985,VBAK,M1V1090329,LIFSK,U,ZA,nan
M1,BELEG,M1V330844P12,180992,VBAK,M1V330844,LIFSK,U,ZA,nan
M1,BELEG,M1V1090351P28,180999,VBAK,M1V1090351,LIFSK,U,ZA,nan
M1,BELEG,M1V1090354P90,181006,VBAK,M1V1090354,LIFSK,U,ZA,nan
M1,BELEG,M1V1090354P70,181013,VBAK,M1V1090354,LIFSK,U,ZA,nan
M1,BELEG,M1V1090354P60,181020,VBAK,M1V1090354,LIFSK,U,ZA,nan
M1,BELEG,M1V1090354P51,181027,VBAK,M1V1090354,LIFSK,U,ZA,nan
M1,BELEG,M1V1089951P36,181034,VBAK,M1V1089951,LIFSK,U,ZA,nan
M1,BELEG,M1V1090326P70,181041,VBAK,M1V1090326,LIFSK,U,ZA,nan
M1,BELEG,M1V1090329P51,181048,VBAK,M1V1090329,LIFSK,U,ZA,nan
M1,BELEG,M1V1090329P44,181055,VBAK,M1V1090329,LIFSK,U,ZA,nan
M1,BELEG,M1V1090327P51,181062,VBAK,M1V1090327,LIFSK,U,ZA,nan
M1,BELEG,M1V1090384P51,181069,VBAK,M1V1090384,LIFSK,U,ZA,nan
M1,BELEG,M1V330856P36,181077,VBAK,M1V330856,LIFSK,U,ZA,nan
M1,BELEG,M1V1090394P51,181084,VBAK,M1V1090394,LIFSK,U,ZA,nan
M1,BELEG,M1V1090388P51,181091,VBAK,M1V1090388,LIFSK,U,ZA,nan
M1,BELEG,M1V330852P28,181098,VBAK,M1V330852,LIFSK,U,ZA,nan
M1,BELEG,M1V330852P18,181105,VBAK,M1V330852,LIFSK,U,ZA,nan
M1,BELEG,M1V1090367P70,181112,VBAK,M1V1090367,LIFSK,U,ZA,nan
M1,BELEG,M1V1090362P51,181119,VBAK,M1V1090362,LIFSK,U,ZA,nan
M1,BELEG,M1V330850P5077,181127,VBAK,M1V330850,LIFSK,U,ZA,nan
M1,BELEG,M1V1089883P80,181134,VBAK,M1V1089883,LIFSK,U,ZA,nan
M1,BELEG,M1V1089877P51,181141,VBAK,M1V1089877,LIFSK,U,ZA,nan
M1,BELEG,M1V1089892P80,181148,VBAK,M1V1089892,LIFSK,U,ZA,nan
M1,BELEG,M1V1089891P51,181161,VBAK,M1V1089891,LIFSK,U,ZA,nan
M1,BELEG,M1V1089893P90,181168,VBAK,M1V1089893,LIFSK,U,ZA,nan
M1,BELEG,M1V1089893P51,181183,VBAK,M1V1089893,LIFSK,U,ZA,nan
M1,BELEG,M1V1089852P70,181190,VBAK,M1V1089852,LIFSK,U,ZA,nan
M1,BELEG,M1V1089856P36,181198,VBAK,M1V1089856,LIFSK,U,ZA,nan
M1,BELEG,M1V1089855P70,181205,VBAK,M1V1089855,LIFSK,U,ZA,nan
M1,BELEG,M1V1089847P51,181212,VBAK,M1V1089847,LIFSK,U,ZA,nan
M1,BELEG,M1V1089859P51,181219,VBAK,M1V1089859,LIFSK,U,ZA,nan
M1,BELEG,M1V1089918P44,181226,VBAK,M1V1089918,LIFSK,U,ZA,nan
M1,BELEG,M1V1089918P36,181233,VBAK,M1V1089918,LIFSK,U,ZA,nan
M1,BELEG,M1V330760P3,181241,VBAK,M1V330760,LIFSK,U,ZA,nan
M1,BELEG,M1V330758P80,181249,VBAK,M1V330758,LIFSK,U,ZA,nan
M1,BELEG,M1V330760P12,181256,VBAK,M1V330760,LIFSK,U,ZA,nan
M1,BELEG,M1V330758P70,181264,VBAK,M1V330758,LIFSK,U,ZA,nan
M1,BELEG,M1V1094316P80,181280,VBAK,M1V1094316,LIFSK,U,ZA,nan
M1,BELEG,M1V1094316P12,181288,VBAK,M1V1094316,LIFSK,U,ZA,nan
M1,BELEG,M1V1094316P3,181296,VBAK,M1V1094316,LIFSK,U,ZA,nan
M1,BELEG,M1V1094332P28,181303,VBAK,M1V1094332,LIFSK,U,ZA,nan
M1,BELEG,M1V331722P3,181310,VBAK,M1V331722,LIFSK,U,ZA,nan
M1,BELEG,M1V7229P865,181317,VBAK,M1V7229,LIFSK,U,ZA,nan
M1,BELEG,M1V331627P3,181325,VBAK,M1V331627,LIFSK,U,ZA,nan
M1,BELEG,M1V1093909P3,181340,VBAK,M1V1093909,LIFSK,U,ZA,nan
M1,BELEG,M1V1093920P100,181355,VBAK,M1V1093920,LIFSK,U,ZA,nan
M1,BELEG,M1V1094365P44,181378,VBAK,M1V1094365,LIFSK,U,ZA,nan
M1,BELEG,M1V331725P3,181386,VBAK,M1V331725,LIFSK,U,ZA,nan
M1,BELEG,M1V331725P12,181394,VBAK,M1V331725,LIFSK,U,ZA,nan
M1,BELEG,M1V1094337P28,181401,VBAK,M1V1094337,LIFSK,U,ZA,nan
M1,BELEG,M1V331727P51,181408,VBAK,M1V331727,LIFSK,U,ZA,nan
M1,BELEG,M1V331727P44,181415,VBAK,M1V331727,LIFSK,U,ZA,nan
M1,BELEG,M1V1094358P130,181422,VBAK,M1V1094358,LIFSK,U,ZA,nan
M1,BELEG,M1V1094358P120,181429,VBAK,M1V1094358,LIFSK,U,ZA,nan
M1,BELEG,M1V331727P60,181436,VBAK,M1V331727,LIFSK,U,ZA,nan
M1,BELEG,M1V715P865,181444,VBAK,M1V715,LIFSK,U,ZA,nan
M1,BELEG,M1V331727P36,181451,VBAK,M1V331727,LIFSK,U,ZA,nan
M1,BELEG,M1V331608P90,181467,VBAK,M1V331608,LIFSK,U,ZA,nan
M1,BELEG,M1V331608P80,181475,VBAK,M1V331608,LIFSK,U,ZA,nan
M1,BELEG,M1V1093808P110,181488,VBAK,M1V1093808,LIFSK,U,ZA,nan
M1,BELEG,M1V1093808P70,181495,VBAK,M1V1093808,LIFSK,U,ZA,nan
M1,BELEG,M1V1093808P60,181502,VBAK,M1V1093808,LIFSK,U,ZA,nan
M1,BELEG,M1V1093808P51,181509,VBAK,M1V1093808,LIFSK,U,ZA,nan
M1,BELEG,M1V331608P110,181516,VBAK,M1V331608,LIFSK,U,ZA,nan
M1,BELEG,M1V1093824P170,181523,VBAK,M1V1093824,LIFSK,U,ZA,nan
M1,BELEG,M1V1093824P160,181530,VBAK,M1V1093824,LIFSK,U,ZA,nan
M1,BELEG,M1V1093824P140,181545,VBAK,M1V1093824,LIFSK,U,ZA,nan
M1,BELEG,M1V1093824P130,181552,VBAK,M1V1093824,LIFSK,U,ZA,nan
M1,BELEG,M1V1093824P120,181559,VBAK,M1V1093824,LIFSK,U,ZA,nan
M1,BELEG,M1V1093887P51,181582,VBAK,M1V1093887,LIFSK,U,ZA,nan
M1,BELEG,M1V1093901P28,181589,VBAK,M1V1093901,LIFSK,U,ZA,nan
M1,BELEG,M1V331624P3,181596,VBAK,M1V331624,LIFSK,U,ZA,nan
M1,BELEG,M1V331623P100,181603,VBAK,M1V331623,LIFSK,U,ZA,nan
M1,BELEG,M1V331624P28,181611,VBAK,M1V331624,LIFSK,U,ZA,nan
M1,BELEG,M1V331624P18,181618,VBAK,M1V331624,LIFSK,U,ZA,nan
M1,BELEG,M1V331624P12,181626,VBAK,M1V331624,LIFSK,U,ZA,nan
M1,BELEG,M1V1093851P28,181634,VBAK,M1V1093851,LIFSK,U,ZA,nan
M1,BELEG,M1V1093850P51,181641,VBAK,M1V1093850,LIFSK,U,ZA,nan
M1,BELEG,M1V1093874P60,181648,VBAK,M1V1093874,LIFSK,U,ZA,nan
M1,BELEG,M1V1093874P51,181655,VBAK,M1V1093874,LIFSK,U,ZA,nan
M1,BELEG,M1V1094901P180,181662,VBAK,M1V1094901,LIFSK,U,ZA,nan
M1,BELEG,M1V1094901P160,181677,VBAK,M1V1094901,LIFSK,U,ZA,nan
M1,BELEG,M1V1094901P150,181684,VBAK,M1V1094901,LIFSK,U,ZA,nan
M1,BELEG,M1V1094901P80,181691,VBAK,M1V1094901,LIFSK,U,ZA,nan
M1,BELEG,M1V1094925P36,181706,VBAK,M1V1094925,LIFSK,U,ZA,nan
M1,BELEG,M1V331828P18,181714,VBAK,M1V331828,LIFSK,U,ZA,nan
M1,BELEG,M1V1094918P3,181729,VBAK,M1V1094918,LIFSK,U,ZA,nan
M1,BELEG,M1V1094874P51,181744,VBAK,M1V1094874,LIFSK,U,ZA,nan
M1,BELEG,M1V1094874P150,181751,VBAK,M1V1094874,LIFSK,U,ZA,nan
M1,BELEG,M1V1094874P100,181766,VBAK,M1V1094874,LIFSK,U,ZA,nan
M1,BELEG,M1V331821P12,181773,VBAK,M1V331821,LIFSK,U,ZA,nan
M1,BELEG,M1V331822P3,181780,VBAK,M1V331822,LIFSK,U,ZA,nan
M1,BELEG,M1V1095351P51,181787,VBAK,M1V1095351,LIFSK,U,ZA,nan
M1,BELEG,M1V1095362P90,181794,VBAK,M1V1095362,LIFSK,U,ZA,nan
M1,BELEG,M1V1095361P60,181801,VBAK,M1V1095361,LIFSK,U,ZA,nan
M1,BELEG,M1V1095361P28,181808,VBAK,M1V1095361,LIFSK,U,ZA,nan
M1,BELEG,M1V331832P3,181815,VBAK,M1V331832,LIFSK,U,ZA,nan
M1,BELEG,M1V1094931P80,181823,VBAK,M1V1094931,LIFSK,U,ZA,nan
M1,BELEG,M1V331832P12,181831,VBAK,M1V331832,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P120,181839,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P80,181847,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P60,181854,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P44,181861,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P36,181868,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P28,181875,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094946P12,181882,VBAK,M1V1094946,LIFSK,U,ZA,nan
M1,BELEG,M1V1094946P3,181889,VBAK,M1V1094946,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P180,181896,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P160,181903,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P150,181910,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094945P140,181917,VBAK,M1V1094945,LIFSK,U,ZA,nan
M1,BELEG,M1V1094412P100,181923,VBAK,M1V1094412,LIFSK,U,ZA,nan
M1,BELEG,M1V1094412P28,181930,VBAK,M1V1094412,LIFSK,U,ZA,nan
M1,BELEG,M1V1094388P51,181937,VBAK,M1V1094388,LIFSK,U,ZA,nan
M1,BELEG,M1V1094389P160,181944,VBAK,M1V1094389,LIFSK,U,ZA,nan
M1,BELEG,M1V1094389P140,181951,VBAK,M1V1094389,LIFSK,U,ZA,nan
M1,BELEG,M1V1094389P100,181959,VBAK,M1V1094389,LIFSK,U,ZA,nan
M1,BELEG,M1V1094391P28,181966,VBAK,M1V1094391,LIFSK,U,ZA,nan
M1,BELEG,M1V331815P36,181973,VBAK,M1V331815,LIFSK,U,ZA,nan
M1,BELEG,M1V331817P4798,181981,VBAK,M1V331817,LIFSK,U,ZA,nan
M1,BELEG,M1V1094838P70,181988,VBAK,M1V1094838,LIFSK,U,ZA,nan
M1,BELEG,M1V1092387P28,181994,VBAK,M1V1092387,LIFSK,U,ZA,nan
M1,BELEG,M1V1092392P80,182001,VBAK,M1V1092392,LIFSK,U,ZA,nan
M1,BELEG,M1V1092392P51,182008,VBAK,M1V1092392,LIFSK,U,ZA,nan
M1,BELEG,M1V1092385P36,182015,VBAK,M1V1092385,LIFSK,U,ZA,nan
M1,BELEG,M1V1092385P28,182022,VBAK,M1V1092385,LIFSK,U,ZA,nan
M1,BELEG,M1V1092397P44,182029,VBAK,M1V1092397,LIFSK,U,ZA,nan
M1,BELEG,M1V1092361P90,182036,VBAK,M1V1092361,LIFSK,U,ZA,nan
M1,BELEG,M1V1092361P80,182043,VBAK,M1V1092361,LIFSK,U,ZA,nan
M1,BELEG,M1V1092361P70,182050,VBAK,M1V1092361,LIFSK,U,ZA,nan
M1,BELEG,M1V1092361P60,182057,VBAK,M1V1092361,LIFSK,U,ZA,nan
M1,BELEG,M1V1092361P51,182064,VBAK,M1V1092361,LIFSK,U,ZA,nan
M1,BELEG,M1V1092359P51,182071,VBAK,M1V1092359,LIFSK,U,ZA,nan
M1,BELEG,M1V1092357P28,182078,VBAK,M1V1092357,LIFSK,U,ZA,nan
M1,BELEG,M1V1092368P36,182085,VBAK,M1V1092368,LIFSK,U,ZA,nan
M1,BELEG,M1V1092366P70,182092,VBAK,M1V1092366,LIFSK,U,ZA,nan
M1,BELEG,M1V331301P12,182100,VBAK,M1V331301,LIFSK,U,ZA,nan
M1,BELEG,M1V1092814P51,182107,VBAK,M1V1092814,LIFSK,U,ZA,nan
M1,BELEG,M1V1092824P28,182114,VBAK,M1V1092824,LIFSK,U,ZA,nan
M1,BELEG,M1V1092780P51,182121,VBAK,M1V1092780,LIFSK,U,ZA,nan
M1,BELEG,M1V1092287P28,182128,VBAK,M1V1092287,LIFSK,U,ZA,nan
M1,BELEG,M1V1092284P28,182135,VBAK,M1V1092284,LIFSK,U,ZA,nan
M1,BELEG,M1V1092292P28,182142,VBAK,M1V1092292,LIFSK,U,ZA,nan
M1,BELEG,M1V1092291P28,182149,VBAK,M1V1092291,LIFSK,U,ZA,nan
M1,BELEG,M1V1092289P28,182156,VBAK,M1V1092289,LIFSK,U,ZA,nan
M1,BELEG,M1V1092281P160,182164,VBAK,M1V1092281,LIFSK,U,ZA,nan
M1,BELEG,M1V1092293P28,182171,VBAK,M1V1092293,LIFSK,U,ZA,nan
M1,BELEG,M1V331198P3,182178,VBAK,M1V331198,LIFSK,U,ZA,nan
M1,BELEG,M1V1091888P12,182193,VBAK,M1V1091888,LIFSK,U,ZA,nan
M1,BELEG,M1V331285P3995,182209,VBAK,M1V331285,LIFSK,U,ZA,nan
M1,BELEG,M1V706P3,182216,VBAK,M1V706,LIFSK,U,ZA,nan
M1,BELEG,M1V1091896P60,182223,VBAK,M1V1091896,LIFSK,U,ZA,nan
M1,BELEG,M1V1091896P51,182230,VBAK,M1V1091896,LIFSK,U,ZA,nan
M1,BELEG,M1V331290P70,182238,VBAK,M1V331290,LIFSK,U,ZA,nan
M1,BELEG,M1V1092350P28,182245,VBAK,M1V1092350,LIFSK,U,ZA,nan
M1,BELEG,M1V331293P1427,182253,VBAK,M1V331293,LIFSK,U,ZA,nan
M1,BELEG,M1V331290P18,182260,VBAK,M1V331290,LIFSK,U,ZA,nan
M1,BELEG,M1V1093352P36,182267,VBAK,M1V1093352,LIFSK,U,ZA,nan
M1,BELEG,M1V1093352P28,182274,VBAK,M1V1093352,LIFSK,U,ZA,nan
M1,BELEG,M1V1093352P120,182281,VBAK,M1V1093352,LIFSK,U,ZA,nan
M1,BELEG,M1V1093332P51,182288,VBAK,M1V1093332,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P110,182295,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P100,182302,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P4685,182309,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P80,182316,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P60,182323,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P36,182330,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V1093388P28,182337,VBAK,M1V1093388,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P3995,182344,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P4745,182351,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P2820,182358,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P2141,182365,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V1093381P60,182372,VBAK,M1V1093381,LIFSK,U,ZA,nan
M1,BELEG,M1V1093387P28,182379,VBAK,M1V1093387,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P3423,182386,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V331523P3118,182393,VBAK,M1V331523,LIFSK,U,ZA,nan
M1,BELEG,M1V1093394P51,182400,VBAK,M1V1093394,LIFSK,U,ZA,nan
M1,BELEG,M1V1093361P80,182407,VBAK,M1V1093361,LIFSK,U,ZA,nan
M1,BELEG,M1V1093361P36,182414,VBAK,M1V1093361,LIFSK,U,ZA,nan
M1,BELEG,M1V1093361P28,182421,VBAK,M1V1093361,LIFSK,U,ZA,nan
M1,BELEG,M1V1093381P51,182436,VBAK,M1V1093381,LIFSK,U,ZA,nan
M1,BELEG,M1V1093372P28,182443,VBAK,M1V1093372,LIFSK,U,ZA,nan
M1,BELEG,M1V1092863P120,182450,VBAK,M1V1092863,LIFSK,U,ZA,nan
M1,BELEG,M1V331409P60,182458,VBAK,M1V331409,LIFSK,U,ZA,nan
M1,BELEG,M1V1092843P12,182466,VBAK,M1V1092843,LIFSK,U,ZA,nan
M1,BELEG,M1V1092843P3,182474,VBAK,M1V1092843,LIFSK,U,ZA,nan
M1,BELEG,M1V1092842P36,182481,VBAK,M1V1092842,LIFSK,U,ZA,nan
M1,BELEG,M1V1092836P28,182489,VBAK,M1V1092836,LIFSK,U,ZA,nan
M1,BELEG,M1V1092839P36,182496,VBAK,M1V1092839,LIFSK,U,ZA,nan
M1,BELEG,M1V331404P12,182504,VBAK,M1V331404,LIFSK,U,ZA,nan
M1,BELEG,M1V331404P3,182512,VBAK,M1V331404,LIFSK,U,ZA,nan
M1,BELEG,M1V1093296P36,182520,VBAK,M1V1093296,LIFSK,U,ZA,nan
M1,BELEG,M1V1093296P28,182528,VBAK,M1V1093296,LIFSK,U,ZA,nan
M1,BELEG,M1V1093291P60,182535,VBAK,M1V1093291,LIFSK,U,ZA,nan
M1,BELEG,M1V1093291P270,182542,VBAK,M1V1093291,LIFSK,U,ZA,nan
M1,BELEG,M1V1092902P60,182549,VBAK,M1V1092902,LIFSK,U,ZA,nan
M1,BELEG,M1V1092902P51,182556,VBAK,M1V1092902,LIFSK,U,ZA,nan
M1,BELEG,M1V1092900P28,182563,VBAK,M1V1092900,LIFSK,U,ZA,nan
M1,BELEG,M1V1092919P51,182570,VBAK,M1V1092919,LIFSK,U,ZA,nan
M1,BELEG,M1V1092914P28,182585,VBAK,M1V1092914,LIFSK,U,ZA,nan
M1,BELEG,M1V1084977P80,182592,VBAK,M1V1084977,LIFSK,U,ZA,nan
M1,BELEG,M1V1084977P70,182599,VBAK,M1V1084977,LIFSK,U,ZA,nan
M1,BELEG,M1V1084977P60,182606,VBAK,M1V1084977,LIFSK,U,ZA,nan
M1,BELEG,M1V363967P51,197651,VBAK,M1V363967,LIFSK,U,ZA,nan
M1,BELEG,M1V363966P1427,197658,VBAK,M1V363966,LIFSK,U,ZA,nan
M1,BELEG,M1V363956P2820,197666,VBAK,M1V363956,LIFSK,U,ZA,nan
M1,BELEG,M1V363955P44,197673,VBAK,M1V363955,LIFSK,U,ZA,nan
M1,BELEG,M1V363953P18,197681,VBAK,M1V363953,LIFSK,U,ZA,nan
M1,BELEG,M1V363963P1427,197689,VBAK,M1V363963,LIFSK,U,ZA,nan
M1,BELEG,M1V364846P44,197696,VBAK,M1V364846,LIFSK,U,ZA,nan
M1,BELEG,M1V364846P36,197703,VBAK,M1V364846,LIFSK,U,ZA,nan
M1,BELEG,M1V364846P28,197710,VBAK,M1V364846,LIFSK,U,ZA,nan
M1,BELEG,M1V364899P51,197718,VBAK,M1V364899,LIFSK,U,ZA,nan
M1,BELEG,M1V364899P44,197726,VBAK,M1V364899,LIFSK,U,ZA,nan
M1,BELEG,M1V364898P44,197734,VBAK,M1V364898,LIFSK,U,ZA,nan
M1,BELEG,M1V364896P1427,197741,VBAK,M1V364896,LIFSK,U,ZA,nan
M1,BELEG,M1V364900P90,197748,VBAK,M1V364900,LIFSK,U,ZA,nan
M1,BELEG,M1V364900P80,197755,VBAK,M1V364900,LIFSK,U,ZA,nan
M1,BELEG,M1V364880P12,197763,VBAK,M1V364880,LIFSK,U,ZA,nan
M1,BELEG,M1V364879P3,197770,VBAK,M1V364879,LIFSK,U,ZA,nan
M1,BELEG,M1V364890P44,197778,VBAK,M1V364890,LIFSK,U,ZA,nan
M1,BELEG,M1V364025P28,197785,VBAK,M1V364025,LIFSK,U,ZA,nan
M1,BELEG,M1V364024P3,197792,VBAK,M1V364024,LIFSK,U,ZA,nan
